security_code,issuer_name,security_id,security_name,status,group,face_value,isin_number,industry,sector_name,group_name,sub_group_name
543238,uti asset management company limited,utiamc,uti asset management company ltd,Active,A,10,ine094j01016,financial services,financial services,capital markets,asset management company
543239,g m polyplast limited,gmpl,g m polyplast ltd,Active,M,10,ine0e2801015,capital goods,industrials,industrial products,plastic products - industrial
543240,likhitha infrastructure limited,likhitha,likhitha infrastructure ltd,Active,B,10,ine060901019,construction,industrials,construction,civil construction
543241,veer global infraconstruction limited,vgil,veer global infraconstruction ltd,Active,M,10,ine244w01010,realty,consumer discretionary,realty,residential commercial projects
543242,hemisphere properties india limited,hemiprop,hemisphere properties india ltd,Active,A,10,ine0ajg01018,realty,consumer discretionary,realty,residential commercial projects
543243,equitas small finance bank limited,equitasbnk,equitas small finance bank ltd,Active,A,10,ine063p01018,financial services,financial services,banks,other bank
543244,shine fashions (india) limited,shinefash,shine fashions (india) ltd,Active,M,5,ine0bly01023,textiles,consumer discretionary,textiles & apparels,other textile products
543245,gland pharma limited,gland,gland pharma ltd,Active,A,1,ine068v01023,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
543246,mirae asset mutual fund,maesgetf,mirae asset esg sector leaders etf,Active,B,17.5,inf769k01gs9,others,others,-,-
543248,restaurant brands asia limited,rba,restaurant brands asia ltd,Active,A,10,ine07t201019,consumer services,consumer discretionary,leisure services,restaurants
543249,tarc limited,tarc,tarc ltd,Active,B,2,ine0ek901012,realty,consumer discretionary,realty,residential commercial projects
543251,ravinder heights limited,rvhl,ravinder heights ltd,Active,B,1,ine09e501017,realty,consumer discretionary,realty,residential commercial projects
543252,fairchem organics limited,fairchemor,fairchem organics ltd,Active,B,10,ine0dnw01011,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
543253,mrs. bectors food specialities limited,bectorfood,mrs. bectors food specialities ltd,Active,A,10,ine495p01012,fast moving consumer goods,fast moving consumer goods,food products,packaged foods
543254,antony waste handling cell limited,awhcl,antony waste handling cell ltd,Active,B,5,ine01bk01022,utilities,utilities,other utilities,waste management
543255,nippon india mutual fund,infrabees,nippon india etf infra bees,Active,B,10,inf732e01268,others,others,-,-
543256,rita finance and leasing limited,rfll,rita finance and leasing ltd,Active,X,10,ine018s01016,financial services,financial services,finance,non banking financial company (nbfc)
543257,indian railway finance corporation,irfc,indian railway finance corporation ltd,Active,A,10,ine053f01010,financial services,financial services,finance,financial institution
543258,indigo paints limited,indigopnts,indigo paints ltd,Active,A,10,ine09vq01012,consumer durables,consumer discretionary,consumer durables,paints
543259,home first finance company india limited,homefirst,home first finance company india ltd,Active,A,2,ine481n01025,financial services,financial services,finance,housing finance company
543260,stove kraft limited,stovekraft,stove kraft ltd,Active,A,10,ine00in01015,consumer durables,consumer discretionary,consumer durables,household appliances
543262,mrp agro limited,mrp,mrp agro ltd,Active,M,10,ine0d7801012,consumer services,consumer discretionary,retailing,distributors
543263,smc global securities limited,smcglobal*,smc global securities ltd,Active,B,2,ine103c01036,financial services,financial services,capital markets,stockbroking & allied
543264,nureca limited,nureca,nureca ltd,Active,B,10,ine0dsf01015,healthcare,healthcare,healthcare equipment & supplies,medical equipment & supplies
543265,railtel corporation of india limited,railtel,railtel corporation of india ltd,Active,A,10,ine0dd101019,telecommunication,telecommunication,telecom - services,other telecom services
543266,heranba industries limited,heranba,heranba industries ltd,Active,A,10,ine694n01015,chemicals,commodities,fertilizers & agrochemicals,pesticides & agrochemicals
543267,davangere sugar company limited,davangere,davangere sugar company ltd,Active,X,10,ine179g01011,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,sugar
543270,mtar technologies limited,mtartech,mtar technologies ltd,Active,A,10,ine864i01014,capital goods,industrials,aerospace & defense,aerospace & defense
543271,jubilant ingrevia limited,jublingrea,jubilant ingrevia ltd,Active,A,1,ine0by001018,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
543272,easy trip planners limited,easemytrip,easy trip planners ltd,Active,B,2,ine07o001018,consumer services,consumer discretionary,leisure services,tour travel related services
543273,knowledge marine & engineering works limited,kmew,knowledge marine & engineering works ltd,Active,M,10,ine0cjd01011,services,services,transport services,shipping
543274,suumaya corporation limited,suumaya,suumaya corporation ltd,Active,M,10,ine0emb01015,textiles,consumer discretionary,textiles & apparels,other textile products
543275,anupam rasayan india limited,anuras,anupam rasayan india ltd,Active,A,10,ine930p01018,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
543276,craftsman automation limited,craftsman,craftsman automation ltd,Active,A,5,ine00lo01017,automobile and auto components,consumer discretionary,auto components,auto components & equipments
543277,laxmi organic industries limited,lxchem,laxmi organic industries ltd,Active,A,2,ine576o01020,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
543278,kalyan jewellers india limited,kalyankjil,kalyan jewellers india ltd,Active,A,10,ine303r01014,consumer durables,consumer discretionary,consumer durables,gems jewellery and watches
543279,suryoday small finance bank limited,suryoday,suryoday small finance bank ltd,Active,A,10,ine428q01011,financial services,financial services,banks,other bank
543280,nazara technologies limited,nazara,nazara technologies ltd,Active,B,4,ine418l01021,"media, entertainment & publication",consumer discretionary,entertainment,digital entertainment
543281,suvidhaa infoserve limited,suvidhaa,suvidhaa infoserve ltd,Active,B,1,ine018401013,financial services,financial services,financial technology (fintech),financial technology (fintech)
543283,barbeque-nation hospitality limited,barbeque,barbeque-nation hospitality ltd,Active,B,5,ine382m01027,consumer services,consumer discretionary,leisure services,restaurants
543284,eki energy services limited,eki,eki energy services ltd,Active,M,10,ine0cpr01018,services,services,commercial services & supplies,consulting services
543285,rajeshwari cans limited,rcan,rajeshwari cans ltd,Active,M,10,ine0cq101015,capital goods,industrials,industrial products,packaging
543286,jetmall spices and masala limited,jetmall,jetmall spices and masala ltd,Active,M,10,ine0d9x01018,fast moving consumer goods,fast moving consumer goods,food products,other food products
543287,macrotech developers limited,lodha,macrotech developers ltd,Active,B,10,ine670k01029,realty,consumer discretionary,realty,residential commercial projects
543288,deep industries limited,deepind,deep industries ltd,Active,B,10,ine0fhs01016,"oil, gas & consumable fuels",energy,oil,offshore support solution drilling
543291,mirae asset mutual fund,mafang,mirae asset nyse fang+ etf,Active,B,40,inf769k01hf4,others,others,-,-
543292,icici prudential mutual fund,icicipharm,icici prudential healthcare etf,Active,B,10,inf109kc1q72,others,others,-,-
543297,inox wind energy limited,iwel,inox wind energy ltd,Active,B,10,ine0flr01028,capital goods,industrials,electrical equipment,heavy electrical equipment
543298,vineet laboratories limited,vineetlab,vineet laboratories ltd,Active,B,10,ine505y01010,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
543299,shyam metalics and energy limited,shyammetl,shyam metalics and energy ltd,Active,B,10,ine810g01011,metals & mining,commodities,ferrous metals,iron & steel
543300,sona blw precision forgings limited,sonacoms,sona blw precision forgings ltd,Active,B,10,ine073k01018,automobile and auto components,consumer discretionary,auto components,auto components & equipments
543305,navoday enterprises limited,navodayent,navoday enterprises ltd,Active,M,10,ine0db001013,services,services,commercial services & supplies,consulting services
543306,dodla dairy limited,dodla,dodla dairy ltd,Active,B,10,ine021o01019,fast moving consumer goods,fast moving consumer goods,food products,dairy products
543308,krishna institute of medical sciences limited,kims,krishna institute of medical sciences ltd,Active,B,10,ine967h01017,healthcare,healthcare,healthcare services,hospital
543309,adeshwar meditex limited,adeshwar,adeshwar meditex ltd,Active,M,10,ine0h8j01015,healthcare,healthcare,healthcare services,healthcare research analytics & technology
543310,times green energy (india) limited,timesgreen,times green energy (india) ltd,Active,M,10,ine0b6101012,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,other agricultural products
543311,india pesticides limited,ipl,india pesticides ltd,Active,B,1,ine0d6701023,chemicals,commodities,fertilizers & agrochemicals,pesticides & agrochemicals
543312,focus business solution limited,focus,focus business solution ltd,Active,M,10,ine0dxr01010,information technology,information technology,it - software,computers - software & consulting
543317,g r infraprojects limited,grinfra,g r infraprojects ltd,Active,B,5,ine201p01022,construction,industrials,construction,civil construction
543318,clean science and technology limited,clean,clean science and technology ltd,Active,B,1,ine227w01023,chemicals,commodities,chemicals & petrochemicals,commodity chemicals
543319,aa plus tradelink limited,aaplustrad,aa plus tradelink ltd,Active,M,10,ine0c5901014,services,services,commercial services & supplies,trading & distributors
543320,zomato limited,zomato,zomato ltd,Active,B,1,ine758t01015,consumer services,consumer discretionary,retailing,e-retail/ e-commerce
543321,tatva chintan pharma chem limited,tatva,tatva chintan pharma chem ltd,Active,B,10,ine0gk401011,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
543322,glenmark life sciences limited,gls,glenmark life sciences ltd,Active,B,2,ine03q201024,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
543323,mirae asset mutual fund,mafsetf,mirae asset nifty financial services etf,Active,B,10,inf769k01hi8,others,others,-,-
543324,gretex corporate services limited,gcsl,gretex corporate services ltd,Active,M,10,ine199p01028,financial services,financial services,capital markets,other capital market related services
543325,rolex rings limited,rolexrings,rolex rings ltd,Active,B,10,ine645s01016,automobile and auto components,consumer discretionary,auto components,auto components & equipments
543326,icici prudential mutual fund,icicifmcg,icici prudential fmcg etf,Active,B,10,inf109kc1r48,others,others,-,-
543327,exxaro tiles limited,exxaro,exxaro tiles ltd,Active,B,10,ine0gfe01018,consumer durables,consumer discretionary,consumer durables,furniture home furnishing flooring
543328,krsnaa diagnostics limited,krsnaa,krsnaa diagnostics ltd,Active,B,5,ine08li01020,healthcare,healthcare,healthcare services,healthcare service provider
